Patent Summary,Result
"본 고안은 변경된 이동통신 전화번호나 이메일 주소등을 관리하고 이를 검색해 주는 Web site에 관한 비지니스 모델을 특징으로 한다. 즉, 개인의 신상에 관한 정보는 통상적으로 법으로 보호를 받게 되어 있으므로 타인이 불법으로 개인의 정보를 검색 및 열람하기는 불가능하다. 따라서 이러한 문제 때문에 자신의 변경된 정보를 외부에 알리기 위한 방법은 극히 제한되어 있다. 일예로, 부득이 하게 회사를 옮기게 되는 경우, 이메일 주소 및 연락처등도 변경이 되는 경우가 크다. 또한 기존에 소유하고 있는 휴대폰을 다른 이동통신 단말기로 교체를 하는 경우에도 전화번호부가 바뀌게 된다. 이러한 경우, 개인이 일일히 지인들에게 연락을 취하여 바뀌어진 정보를 알려주게 되는데, 이러한 방법을 통하여 개개인들에게 정보를 알리는 것은 매우 비효율적이고 불편할 뿐아미라 정보를 전달할 수 있는 범위도 한정이 되어 있다. 본 고안은 상기에서 기술한 바와 같이 부득이 변경된 전화번호부나 이메일과 같은 연락처를 특정 목적으로 만들어진 Web site를 통해 공지하면, 이 Web site에서는 이를 데이타베이스화하고 저장된 개인의 바뀐 정보는 열람하고자 본 Web site에 접속한 지인들에게 알려 주는 운영체제를 특징으로 한다. IT ; Information Telecommunication, IP; Information Provider, CP ; Contents Provider, Web Site, 데이터 베이스, 변경된 전화번호 열람, 변경된 이메일 주소 열람. 가입자:변경된 정보를 등록한 자, 검색자 : 바뀐 정보의 열람을 의뢰한 자.",거절
"본 발명의 목적은 광고주관사가 운영하는 웹사이트에 접속하여 간단한 방법에 의해 광고를 신청하고, 신청된 광고문안을 옥내나 또는 옥외에 설치된 다수의 전광판에 실시간으로 전송하는 하는 것에 의해 저렴한 광고비용으로 광고효과를 높일 수 있도록 하는 전광판을 이용한 인터넷 광고방법을 제공하는데 있다. 본 발명에 따른 전광판을 이용한 인터넷 광고방법은 전광판을 이용한 인터넷 광고방법에 있어서, A)신청인 클라이언트 시스템의 제어하에, a)인터넷에 접속하여 웹페이지에서 제공하는 방법에 따라 광고문안, 광고지역, 광고기간 등의 광고요청 정보를 정의된 방법에 의해 서버시스템에 전송하는 단계; B)상기 클라이언트 시스템의 광고요청에 의한 서버시스템의 제어하에, a)상기 클라이언트 시스템에서 전송된 광고 요청정보를 수신하는 단계; b)수신된 광고 요청정보를 통해 신청인을 식별하고, 신규 신청인일 경우 새로운 정보를 저장함과 동시에 식별된 회원에 대해 이전에 저장된 추가정보를 검색하는 단계; c)수신된 광고 요청정보를 정의된 방법에 의해 인증하는 단계; 및 d)수신된 광고 요청정보에 대한 인증절차가 완료될 경우 옥내.외에 설치된 전광판으로 광고문안을 전송하는 것에 의해 광고를 개시하는 단계;를 통해 광고서비스를 개시한다.",거절
"자동으로 전원을 공급하는 본체와 원거리에 있는 작업장의 전력을 감시하기 위한 원격 전력 감시 시스템및 방법이 개시되어 있다. 본 발명은 외부로부터 공급되는 전력을 받아 소비하는 다수의 작업장; 다수의 작업장으로부터 공급된 전력 감시 정보를 무선 통신망을 통해 공급 받아 분석하여 전력 감시 정보를 출력하고, 이 전력 감시 정보를 인터넷 망을 통해 고객에서 전송하고, 상기 전력 감지 정보로 부터 장애가 발생된 경우 장애를 복구시키기 위한 원격 전력 감시 서버; 및 상기 전력 감지 정보를 소비 전력량을 나타내는 전력 정보, 작업장의 장애 발생시 전송되는 장애 정보, 수신된 전력 정보중 에러가 발생된 전력 감시 정보인 에러 정보, 및 사용자 인증을 위한 고객에 대한 정보를 나타내는 개인 정보로 분류하여 저장하는 데이터 베이스로 이루어져 원격으로 전력 상태를 감시할 수 있어 전력 감시를 위한 인력 낭비를 최소로 줄일 수 있고, 장애시 조치를 신속하게 이루어질 수 있는 효과를 얻는다. 전력 제어, 원격, 인터넷 망",거절
"본 발명은 인터넷 전자 상거래에 있어서 역경매 방식을 이용하여 물품을 구매 및 판매하는 방법과 그러한 방법을 수행하기 위한 장치에 관한 것이다. 본 발명에 따르면 구매자가 인터넷을 통하여 역경매 시스템에 접속하는 단계와, 상기 구매자가, 상기 역경매 시스템에 의해 제공되며, 미리 설정된 다수의 상품과 관련된 역경매 시작가에 대한 정보를 포함하는 상품 목록을 검색하여 구매하기를 원하는 상품을 선택하는 단계와, 상기 구매자가 상기 선택한 상품을 쇼핑 카트에 담고 구매 조건을 입력하는 단계와, 상기 구매자가 상기 쇼핑 카트에 담은 상품에 대하여 역경매 프로세스를 시작하는 단계와, 판매자가 상기 역경매 시스템에 접속하는 단계와, 상기 판매자가 상기 역경매 프로세스가 진행 중인 상품을 검색하는 단계와, 상기 판매자가 상기 역경매 프로세스가 진행 중인 상품에 대하여 판매 가격을 포함하는 판매 조건을 입력함으로써 역경매 입찰에 참여하는 단계와, 상기 역경매 시스템이 상기 역경매 프로세스를 마감하는 단계와, 상기 역경매 시스템이 상기 역경매 프로세스가 마감된 상품에 대한 상품 낙찰 정보를 상기 구매자에게 전송하는 단계와, 상기 구매자가 상기 상품 낙찰 정보를 참조하여 상기 역경매 프로세스가 마감된 상품에 대한 구매 여부를 결정하는 단계를 포함하는 인터넷 전자 상거래에 있어서 역경매 방식을 이용하여 물품을 구매 및 판매하는 방법이 제공된다. 역경매, 인터넷, 전자 상거래, 판매자, 공급자, 입찰, 낙찰",거절
"본 발명은 인터넷을 이용한 원격 학습방법에 관한 것으로, 더욱 상세하게는 학습 전용 메신저를 이용한 일일 학습방법에 관한 것이다. 이러한 본 발명의 방법은 학습 전용 메신저를 다운받아 가입자 단말기에 설치하는 단계; 학습 전용 메신저를 구동하여 학습 서버 시스템에 접속하는 단계; 학습 전용 메신저의 메뉴 항목에서 학습과목을 선택하는 단계; 학습 서버 시스템이 해당 과목의 일일 학습문제 데이터를 가입자 단말기로 전송하는 단계; 학습문제를 풀어 작성된 답안을 가입자 단말기로부터 학습 서버 시스템으로 전송하는 단계; 및 답안을 채점 및 평가하여 가입자별로 데이터베이스에 저장함과 아울러 그 평가 결과 데이터를 해당 가입자 단말기로 전송하는 단계를 포함한다. 따라서, 본 발명에 따르면 학습 전용 메신저를 이용하여 일일학습을 가능하게 함으로써 학습도중 혹은 언제든지 상담원과 상담할 수 있으며, 학습도중 채팅을 통해 학습자간에 의견을 교환할 수 있어 편리하다. 또한 일일 학습결과를 즉시로 확인할 수 있음과 아울러 주 단위 혹은 월 단위로 종합적인 평가결과를 각 가입자별로 제공함으로써 보다 효과적인 학습이 가능하다. 메신저, 학습, 인터넷, 상담, 일일학습",거절
"본 발명은 현재 병원, 은행 및 관공서등 사람이 많이 모여있는 장소에서 자기 차례를 기다리는 장소의 질서를 유지하기 위해 설치된 대기표 시스템을 개선하므로서 사용자가 원하는 서비스를 원하는 시간에 서비스를 받을 수 있도록 하는 대기 예약호출시스템에 관한 것으로, 구체적으로는 제타세이브, 발권기, 인터페이스, 웹 브라우저 웹서버, CSM(Calling Service Manager) 서버, 공통게이트웨이인터페이스, 관제테이터베이스로 구성되는 장치들과 그 운영방법을 포함하는 대기예약호출시스템에 관한것임. 대기표, 예약, 호출, 제타세이브, 발권기",거절
"본 발명은 공중의 인터넷망을 통해 접속되는 유료 컨텐츠의 사용자에 의한 결제 금액의 수익금 배분 시스템 및 방법에 관한 것이다. 본 발명 유료 컨텐츠 사용자의 결제 금액에 대한 추천인 수익금 배분 시스템 및 그 방법은 공중의 인터넷망(10)을 통해 유료 컨텐츠 정보와 회원가입 서식(120a) 및 추천인 등록서식(120b)이 포함되어 전송되는 다수의 웹페이지(110)와 등록된 추천인(30)에게 할당되는 배너 이미지가 포함된 배너유형소스(130)와 추천인 및 서비스 이용자의 접속 정보와 결제 정보 내역의 확인이 가능한 추천인 테이블(140)및 결제 테이블(150)과 추천인과 가입 회원 정보가 분류되어 저장되는 다수의 데이터베이스(160~190)로 이루어진 서버시스템(100)과, 상기 서버시스템(100)의 웹페이지(110)를 전송받아 디스플레이하는 웹브라우져(210)(310)와 아이디(ID)와 비밀번호(Password)를 포함하는 식별자 정보(220)(320)로 포함된 추천인 시스템(200) 및 클라이언트 시스템(300)으로 구성된다. 본 발명의 유료 컨텐츠 사용자의 결제 금액에 대한 추천인 수익금 배분 시스템 및 그 방법은 서비스 제공자의 유료 컨텐츠에 대한 다수의 유료 가입자 유치가 수월하게 이루어질 수 있도록 하고 그에 따른 추천인에게 경제적 혜택이 부여될 수 있도록 함과 아울러 유료 컨텐츠 운영의 활성화가 이루어질 수 있도록 한 이점이 있다. 서버시스템, 웹페이지, 배너유형소스, 추천인 테이블, 결제 테이블, 추천인DB, 회원 DB, 결제정보 DB, 추천인정보 DB, 추천인시스템, 클라이언트 시스템, 웹브라우져, 식별자 정보",거절
"본 발명은 사용자에게 네트워크를 통하여 여행 정보를 제공하는 인터넷 서비스 방법에 관한 것으로서, 네트워크를 통하여 접속한 사용자의 요구에 따라 여행 정보를 제공하는 단계와; 사용자가 선택한 여행 패키지 상품의 실시간 예약 서비스를 가능하게 하는 단계; 및 사용자의 예약 상황을 사용자에게 가장 근접한 근거리의 국내외 입점 여행사로 이전하는 단계를 구비한다. 또한, 웹 서버는 여행 정보 제공시 국내외 입점 여행사에서 제공된 정보를 3D 파노라마 방식 또는 VRML 방식으로 제작하여 사용자에게 실시간으로 제공하며, 사용자의 예약 상황을 사용자에게 가장 근접한 근거리의 입점 여행사로 이전시에는 항공권, 여행 패키지 상품, 해외 정보, 실시간 예약상황 등 여행의 제반 사항을 입점 여행사에 이전하고, 사용자의 예약에 따른 매출 집계 정보를 해당 입점업체에 제공하여 해당 입점업체가 매출 및 수익에 대한 정산 확인이 가능하게 한다. 근거리 예약 서비스,여행 상품,VRML,입점 여행사,실시간 예약",거절
"본 발명은 랭킹 시스템을 이용한 공동 역경매 방법에 관한 것이다. 보다 상세하게는 상품을 구매하고자 하는 다수의 사람들이 모여서 구매하고자 하는 해당 물품의 랭킹 부여를 위한 게임 및 이벤트를 진행하고 그에 따른 랭킹을 부여하여 경쟁적인 공동구매 및 역경매를 통해 판매자는 다량의 물품을 최적의 조건으로 판매하며, 구매자는 참여인원과 랭킹에 의한 차등 할인율을 통하여 최적의 조건으로 구매할 수 있도록 하는 기술에 관한 것이다. 본 발명에 따르면, 게임 또는 이벤트를 통한 경쟁적인 공동 구매에 의해 구매자 및 판매자 모두가 최적의 조건으로 물품을 구매, 판매할 수 있는 공동 역경매 방법에 있어서, 사용자단말 또는 무선단말을 이용하여 랭킹 시스템에 접속하여 게임 또는 이벤트 참여를 신청하는 단계와; 상기 랭킹 시스템으로 부터 제공되는 게임 또는 이벤트에 직접 참여하는 단계와; 상기 게임 및 이벤트가 종료됨에 따라 게임 및 이벤트 결과 데이터를 저장하는 단계와; 상기 게임 및 이벤트 결과 데이터를 기존의 랭킹 데이터와 비교 분석하여 갱신된 랭킹데이터를 저장하는 단계와; 상기 갱신된 랭킹 리스트를 인터넷 또는 모바일 인터넷 상에 제공하는 단계를 포함하여 이루어진 것을 특징으로 하는 랭킹 시스템을 이용한 공동 역경매 방법이 제시된다. 랭킹, 역경매, 공동구매, 게임, 이벤트, 모바일",거절
"본 발명은 인터넷상에서 경품을 이용한 고객 데이터베이스 구축방법에 관한 것으로서, 회원들이 선택할 수 있도록 다양한 경품을 제공하는 단계(a); 상기 경품에 응모한 회원들로부터 회원의 신상 정보 및 선택한 경품에 대한 정보를 데이터베이스에 저장하는 단계(b); 경품의 당첨 여부를 회원들에게 통지하는 단계(c); 상기 단계(c)에서 경품에 당첨된 회원에게는 경품을 배송하는 단계(d); 상기 단계(c)에서 경품에 당첨되지 않은 회원에게는 응모한 경품에 해당하는 상품을 할인가에 구매할 수 있는 기회를 제공하는 단계(e); 경품에 당첨된 회원 및 경품에 당첨되지 않고 경품에 해당하는 상품을 구매한 회원들의 상거래 반응을 모니터링하여 데이터베이스에 추가하여 저장하는 단계(f)를 포함하는 것을 특징으로 한다. 본 발명에 의한 방법에 의하면, 다양한 경품을 제시하여 자신이 관심있는 상품에 응모할 수 있고 이를 통해 회원의 구매취향을 파악할 수 있는 장점이 있으며, 공동 구매나 할인쿠폰 제공 등을 통해 경품에 떨어진 회원에게도 할인가에 상품을 구매할 기회를 주어 보다 많은 회원들의 상거래 반응을 파악할 수 있으며, 이를 통해 구축된 데이터베이스를 바탕으로 하여 회원과의 장기적인 상거래 관계를 유지해 구매율과 소비율을 향상시킬 수 있다.",거절
"인터넷 쇼핑몰(전자상거래) 가격,정보통합 검색 시스템은 폭발적으로 증가하고 있는 전자 상거래( 쇼핑몰 등)을 보다 쉽고 편하게 쇼핑할 수 있도록 도와주는 것이다. 많은 쇼핑몰 중 자신에게 많은 상품과 가격대의 물품을 찾기란 쉽지가 않다. 따라서 이러한 네티즌을 위해 관련 정보를 대신 찾아주고 쉽게 쇼핑을 할 수 있도록 도와준다. 또한 일정 시점에 원하는 상품 목록을 입력하여 놓으면 자동으로 검색하여 정보를 제공하여준다. 이 시스템은 인터넷상에서 운영되고 있는 가격비교 사이트를 통합 검색, 데이터 베이스를 구축하고 또한 자체 메타 검색 로봇을 개발하여 실시간으로 가격비교 사이트 및 또한 가격비교 사이트에서 다루고 있지 않은 공동구매 사이트 및 경매 사이트를 검색하여 네티즌에게 그 정보를 제공한다.또한 각 쇼핑몰의 각종 정보(문의처, 배송관리,위치 등)도 데이터 베이스 실시간 검색에 의하여 자동으로 검색되게 하여 그 정보를 제공함으로써 사용자의 편리를 도모한다. 전자 상거래, 검색 로봇, 데이터 베이스",거절
"본 발명은 캐릭터를 이용한 포털 서비스 방법을 제공하기 위한 것으로서, 캐릭터를 이용한 포털 서비스 방법은 회원이 로그인하면 회원의 개인캐릭터 보유 여부를 판별하여 개인캐릭터를 보유하지 않은 경우에는 개인캐릭터를 생성 및 데이터 베이스에 저장하여 개인캐릭터를 제공하고, 또한 개인캐릭터를 보유한 경우에는 기존의 개인캐릭터를 제공하거나 새로운 개인캐릭터로 변경하고 데이터 베이스에 저장하여 새로운 개인캐릭터를 제공하고, 상기 생성 및 변경된 개인캐릭터를 이용한 인터넷 서비스를 제공하는 것으로, 회원의 이미지에 맞는 개인캐릭터를 포인트제를 도입하여 포인트 적립에 따라 개인캐릭터를 생성 및 변경하여 줌으로써 사용자로 하여금 자신이 원하는 캐릭터를 이용한 상품 서비스와, e-메일 서비스와, 커뮤니티 서비스와, 모바일(mobile) 서비스 및 게임 서비스 등을 제공하여 사이버 공간에서의 자아 실현 및 타인에게 친근하게 다가가고 싶은 욕구를 실현시킨다. 캐릭터, 모바일 서비스",거절
"본 발명은 인터넷과 오프라인을 이용한 상품 판매 촉진방법에 관한 것으로서 특히, 다수의 제휴업체를 연계하여, 인터넷 운영사이트에서 해당 제휴업체의 물품을 광고하고, 구매자가 상기 제휴업체의 제품을 오프라인 상에서 구매한 후, 그 구매 사실을 입력할 경우에 마일리지나 현금을 제공하도록 하는 것으로서, 다수의 제휴업체(20)를 선정하고, 각 제휴업체(20)로부터 상품정보를 제공받아 운영사이트(10)의 운영서버(11)와 이에 연계된 데이터베이스(12)에서 각 제휴업체(20)의 판매정보를 구축하는 제 1단계(S1)와; 상기 구축된 각 제휴업체(20)의 판매정보를 인터넷(A)상에 게시하는 제 2단계(S2)와; 상기 제휴업체(20)의 각 물품에 식별코드를 부여하는 제 3단계(S3)와; 구매자(30)가 오프라인상의 매장(40)에서 상기 제휴업체(20)의 물품을 구입하였을 경우에 상기 운영서버(11)에서 그 구매사실을 확인 받는 제 4단계(S4)와; 상기 운영사이트(10)에서 구매자(30)의 구매사실이 확인된 경우에 해당 구매자(30)에게 포인트를 적립하도록 하는 제 5단계(S5)로 구성되어, 구매자에게는 필요한 구매정보를 용이하게 접하도록 하는 동시에 경제적인 이익을 볼 수 있도록 하고, 물품의 판매를 촉진할 수 있도록 하는 효과가 있는 것이다. 인터넷, 전자상거래, 오프라인, 판매촉진.",거절
"본 발명은 인터넷상에서의 실시간 전자 상거래 시스템 및 방법에 관한 것으로서, 전자 상거래 시스템은 서비스를 사용하는 구매자 또는 판매자의 인적 정보, 상기 구매자 또는 판매자가 구매 또는 판매하고자 하는 상품에 대한 정보 및 과거에 이루어졌던 거래 내역에 대한 정보를 저장하는 데이터 베이스; 조건이 맞는 구매자와 판매자가 거래를 위해 메시지를 주고받을 수 있도록 상기 구매자와 판매자를 연결하는 메신저 서버 및 상기 구매자와 판매자에게 조건이 맞는 상품 정보의 제공 및 상품 정보의 입력을 받아들이는 커머스 서버를 포함하는 중앙 서버; 및 상기 구매자와 판매자가 결제를 할 경우 이에 대한 처리를 담당하는 결제 시스템을 포함하는 것을 특징으로 하고, 전자 상거래 방법은 사용자가 구매 또는 판매하고자 하는 상품의 정보를 입력할 경우, 상기 입력정보를 데이터 베이스에 저장하는 단계(a); 상기 사용자가 입력한 상품과 매칭되는 사항을 상기 데이터 베이스에서 검색하여 이에 대한 리스트를 상기 사용자에게 제공하는 단계(b); 상기 리스트에 있는 상품의 구매자 또는 판매자들이 현재 로그온 상태인지 여부를 확인하여 이에 대한 정보를 사용자에게 제공하는 단계(c); 상기 리스트에 있는 상품의 구매자 또는 판매자들 중 상기 사용자가 거래를 원하는 자가 로그온 상태인 경우, 상기 사용자와 상기 사용자가 거래를 원하는 자와 실시간으로 메시지를 주고받는 채팅을 할 수 있도록 상기 사용자와 상기 사용자가 거래를 원하는 자의 컴퓨터를 연결하는 단계(d); 상기 리스트에 있는 상품의 구매자 또는 판매자들 중 상기 사용자가 거래를 원하는 자가 로그오프 상태일 경우, 상기 사용자가 상기 거래를 원하는 자에게 이메일을 보내거나, 상기 거래를 원하는 자가 후에 로그온 할 경우 상기 사용자의 거래 요구를 확인할 수 있는 쪽지 메뉴를 제공하는 단계(e)를 포함하는 것을 특징으로 한다. 본 발명에 의한 시스템 및 방법에 의하면, 응용 프로그램을 사용해 현재 접촉할 수 있는 구매자 또는 판매자를 실시간으로 검색하여 통신을 할 수 있으므로 신속한 상거래를 할 수 있고 원하는 상품을 판매하는 자 또는 구매하는 자가 쉽게 접촉할 수 있는 장점이 있다. 실시간 전자 상거래, 메신저",거절
"본 발명은 네트워크를 이용한 스티커사진 제공방법 및 미팅방법에 관한 것으로서, 상기 스티커 사진 제공시스템은 (a)상기 스티커 사진기를 사용하는 회원들이 업로드한 사진들을 제 1데이터 베이스에 저장하는 단계; (b)사용자가 회원인 경우, 사진을 촬영할 것인지 아니면 제 1데이터 베이스에 저장되어 있는 사진을 다운로드 받을 것인지 결정하도록 하는 단계; (c)사용자가 다운로드받고자 하는 경우 제 1데이터 베이스에 저장되어 있는 사진들 중에서 다운로드 받는 단계; (d)사용자가 사진을 촬영하고자 하는 경우 사진을 촬영하는 단계; 및 (e) 상기 (c) 단계와 (d)단계에서 얻은 사진을 인쇄하는 단계를 포함한다. 본 발명에 의하면, 스티커사진의 프레임에 광고를 실으므로써 매우 우수한 광고효과를 갖는다.",거절
"본 발명은 인터넷을 이용한 회원간 도서, 잡지, 음반의 무상대여거래 운영방법에 관한 것이다. 본 발명은 종래 행해지던 친구, 이웃간의 물품무상대여, 도서관의 도서대여,도서대여점의 유상대여등이 가지는 여러 문제점을 인터넷을 통해 해결하여 보다 효율적으로 이웃간에 도서, 잡지, 음반을 상호간에 무상으로 빌려쓰게 함으로써 상기 물품의 사용가치를 극대화함과 아울러 두레, 품앗이같이 이웃간의 공동체의식을 함양시키고자 함에 그 목적이 있다. 이를 위해 인터넷상에 회원간 도서, 잡지, 음반 무상대여거래 사이트를 개설하고, 전국의 각 생활 단위(학교, 직장, APT단지, 거주지역)별로 회원을 모집하는 단계, 회원들 각자 소유하고 있는 무상대여 가능한 도서, 잡지, 음반을 인터넷 사이트에 등록하고 물품등록에 따른 등록 트레이드포인트(trade point)를 부여받는 단계, 회원이 각각 필요로 하는 상기 물품을 검색한 후 상기 물품을 등록한 회원과 인터넷 사이트 상에서 폼메일(form-mail)을 주고 받으며 거래제안,거래합의,거래체결의 개별적 합의를 하여 무상대여거래를 하는 단계, 거래내용에 따른 거래트레이드포인트(trade point)를, 물품대여자에게는 +의 수치로, 피대여자에게는 -의 수치로 부여하는 단계 및 기 발생한 트레이드포인트(trade point)등 거래내용을 수정하는 단계로 인터넷 사이트를 운영한다. 본 발명의 효과로는 거래의 각 단계에서 인터넷의 장점을 활용함으로써 물품 및 회원정보등 필요정보 접근이 아주 용이하고, 동시에 전국을 대상으로 운영할 수 있어 등록 및 거래가능 물품의 수량을 크게 확대시킬 수 있으며, 회원이 각자의 4개 생활단위(학교, 직장, APT단지, 거주지역)에서 일상생활 중에 용이하게 거래할 수 있도록 지원함으로써 거래의 활성화 및 공동체의식의 증진이 이루어지고, 물품등록 및 거래시 발생하는 트레이드포인트(trade point)를 통해 거래가 지속적으로 이루어지며, 물품의 사용가치를 소유자뿐만 아니라 비소유자에게 까지 극대화 시킬수 있다. 특히 도서, 잡지의 경우 이웃 회원간 무상대여 거래를 통해 독서문화 창달에 큰 기여를 할수 있다. 도서,잡지,음반, 무상대여, 생활단위, 트레이드포인트(trade point), 마이룸 (my room), 폼메일(form-mail), 데이터베이스",거절
"본 발명은 단순한 의료상담 사이트와는 차별적으로, 환자나 그 가족이 사이트에 접속하여 현재 온라인상에 있는 상담의를 검색하고 진료방을 개설하여 원하는 상담의를 호출하여 상담을 할 수 있으며, 상담의는 환자의 문진내용과 이력챠트를 보면서 온라인으로 상담을 할 수 있는 인터넷 의료상담 서비스방법에 관한 것이다. 본 발명은 환자 또는 의사가 로그인하는 단계, 로그인한 환자 또는 의사가 회원인지를 확인하는 단계, 로그인한 회원이 환자회원인 경우, 자신의 병명과 과명을 알 때에는 이를 입력하여 현재 온라인 상태의 담당의를 검색하는 단계, 병명과 과명을 모를 때에는 자가진단을 하여 자가진단 결과로 병명과 과명을 확인하고 온라인 상태의 상담의를 검색하는 단계, 검색 결과 상담의가 온라인상에 존재할 때에는, 상담의를 선정하여 해당 상담의를 호출하는 단계, 진료방을 개설하고 대기하는 단계, 상담의가 환자가 개설한 진료방에 들어가서 환자와 실시간으로 상담을 하는 단계, 검색 결과 상담의가 현재 온라인상에 존재하지 않는 경우에는, 환자가 상담 게시판에 상담 예약을 하는 단계, 상담이 예약되면 예약된 분야의 해당 상담의를 호출하는 단계, 상담의가 환자의 상담에 응하는 단계로 구성된다. 인터넷, 의료, 상담, 진료, 의사, 환자, 온라인",거절
"본 발명은 휴대폰 및 일반전화로 전화를 걸면 송신 측으로부터 호출신호에 대하여 자동적으로 응답하는 자동전화응답시스템(ARS: Auto Response System) 방식의 전송 시스템이 자동적으로 수신하고 수신과 전화기의 수화기를 통해서 음성과 기타 소리 정보를 전달하면 ARS 시스템과 연결된 서버에서 아날로그 소리 신호를 디지털화하고, 디지털화된 소리 정보를 압축하고, 압축된 소리 정보를 인터넷을 통해 차례대로 전달하여 해당 홈페이지의 링크를 클릭 하거나 직접 해당 서버의 주소를 입력하여 스트리밍 기술을 지원하는 기존의 각종 사운드 플레이 S/W를 통해서 전세계 어디에서든지 송신 측의 소리를 실시간으로 들을 수 있는 ""휴대폰 및 일반전화를 이용한 인터넷 실시간 방송 방법""에 관한 것으로, 전화를 통해서 해당 ARS 서버로 전화를 걸면 이 전화를 받아서 현재 방송이 가능한지를 확인하는 단계, 방송이 가능한 경우 ARS에서의 안내 신호와 함께 송신 측의 아날로그 소리 신호를 받아 디지털화 하는 단계, 디지털화된 소리 정보를 인터넷을 통해서 전달하기 위한 스트리밍 포맷을 변환하는 단계, 스트리밍 포맷으로 변환된 소리 정보를 인터넷을 통해서 실시간으로 전달하는 단계로 구성되는 것을 특징으로 한다. 휴대폰, 전화, 방송, 인터넷, WEB, 실시간, BROADCASTING, 방송국",거절
"본 발명은 타인과의 관계 개선 또는 타인을 대응하는 방법에 대하여 조언 및 상담 정보를 제공하는 인터넷 등을 이용한 개인정보 종합/상담 시스템 및 종합/상담 방법에 관한 것으로서, 다수의 사용자 조건에 따른 다수의 행동정보를 개별적으로 제공하는 둘 이상의 정보제공자 시스템과; 사용자에 관한 조건을 입력할 수 있는 사용자 시스템과; 상기 사용자 시스템을 이용하여 입력된 사용자 조건에 따라 상기 둘 이상의 정보제공자 시스템으로부터 제공된 행동정보를 종합하여 사용자의 행동방향에 대한 정보를 사용자에게 전송하는 웹서버를 포함하는 것을 특징으로 하는 인터넷 등을 이용한 개인정보 종합/상담시스템을 제공한다. 웹서버, 상담, 인터넷, 정보제공",거절
"본 발명은 인터넷을 이용한 거래 방법에 대하여 개시한다. 본 발명의 바람직한 한 실시예는, 인터넷 쇼핑몰에서 상품(이하 ""자동차""라고 한다)를 사고 파는 방법에 있어서, 자동차를 구매하려는 구매자와 자동차를 판매하려는 다수의 판매자가 인터넷 쇼핑몰(이하 ""카마켓""이라고 한다)에 회원으로 가입하는 단계(a100), 구매자가 입찰 공고를 하면서 구입하고자 하는 자동차에 대한 구체적인 정보와 그 자동의 납품 기한을 명시하는 단계(a200), 다수의 판매자들이 상기 입찰에 응찰하는 단계(a300), 1차 입찰의 낙찰자를 선정하는 단계(a400), 1차 입찰의 낙찰자가 1인일 경우에는 상기 낙찰자가 최종 낙찰자로 선정되는 단계(a500), 만약 1차 입찰의 낙찰자가 1인 이상 다수일 경우, 2차 입찰을 공지하는 단계(a600), 2차 입찰에 참여한 판매자들이 자동차의 납품를 입력하는 단계(a700), 2차 입찰 기간이 종료하면, 최종 낙찰자로 선정하는 단계(a800), 상기 구매자가 낙찰자가 제공한 자동차를 인수한 후 잔금을 카마켓 운영자에게 지급하는 단계(a900) 및 카마켓 운영자는 소정액의 수수료와 소정액의 제세공과금을 제외한 나머지 금액을 낙찰자에게 제공하는 단계(a1000)를 포함하여 이루어진다. 현재 인터넷 쇼핑몰이나 인터넷 경매 사이트나 혹은 인터넷 역경매 사이트에서는 거래를 결정하는 가장 중요한 요소는 가격이었다. 하지만 예를 들어 자동차 특히 신형자동차와 같이 구매자의 수요가 판매자의 공급량을 초과하면서 또한 이를 유통시키는 유통 경로가 다양할 경우에는, 제품이 구매자에게 전달 되는 납기일 그 리고 애프터 서비스 문제가 제품의 가격만큼이나 중요한 거래 변수가 되는 게 사실이었다. 하지만 이러한 모든 요소를 두루 고려한 비니지스 모델은 현재 전무한 실정이었다. 상기한 본 발명은 이러한 단점을 보완한 새로운 형태의 비지니스 모델로, 상기한 본 발명을 통해 거래가 이루어질 경우 소비자의 권익이 대폭 신장되는 효과를 거둘 수 있게 된다. 1차 입찰, 2차 입찰, 3차 입찰, 낙찰자, 응찰",거절
"본 발명은 웹 상에서의 온라인 노래방 서비스 장치 및 노래방 서비스 방법에 관한 것이다. 본 발명에 따른 웹 상에서의 노래방 서비스 방법은 노래방 창 프로그램 개발 단계와, 액티브엑스 방식을 적용하여 웹 페이지에 부착하는 단계로 이루어진다. 본 발명에 의하면, 실시간으로 웹 상에서 용이하고 간편하게 이용자가 노래방 기능을 즐길 수 있다. 액티브엑스, 노래방, 창, 웹, 실시간, 부착, 사이트",거절
